context_index,category,question,new_category
1401,"biochemistry, oncology, pharmacology",Describe the Prussian blue staining technique and its relevance in assessing the cellular uptake of iron-containing nanoparticles.,pathology
1559,"surgery, oncology, radiology",What is the pathological diagnosis of a papillary renal cell carcinoma type 1 and what are its implications for patient prognosis?,pathology
1240,biochemistry,Define the role of Islet Amyloid Polypeptide (hIAPP) in the pathogenesis of amyloid diseases and describe the significance of its aggregation on cell membranes.,pathology
1780,pulmonology,Define idiopathic pulmonary fibrosis (IPF) and explain its pathogenesis with a focus on the role of interleukin-11 (IL-11).,pathology
2408,"orthopaedics, pathology, radiology","Discuss the significance of ""chicken wire"" calcification in the diagnosis of chondroblastoma.",pathology
401,"pathology, radiology, surgery, oncology",Why is a core needle biopsy sometimes insufficient for diagnosing a neurofibroma of the breast?,pathology
877,"pharmacology, oncology, biochemistry",Define apoptosis and describe how Annexin V and propidium iodide (PI) are used in flow cytometry to detect apoptotic cells.,pathology
1043,"psychiatry, immunology, public health","What is the role of highly sensitive C-reactive protein (hs-CRP) in the inflammatory process, and how can it be used as a biomarker in clinical settings?",pathology
21,"medicine, pulmonology, gastroenterology, surgery",Define black pleural effusion (BPE) and describe its appearance upon thoracentesis.,pathology
2017,"infectious diseases, pulmonology",Explain the pathophysiological mechanism by which chylothorax and chylous ascites can develop in patients with PCM.,pathology
1586,"medicine, genetics, oncology, pathology",What are the common organs affected by iron accumulation in hemochromatosis?,pathology
2207,"immunology, rheumatology","What is C-reactive protein (CRP), and how is it used clinically?",pathology
2006,orthopaedics,Define oxidative stress and explain its role in the pathogenesis of osteoarthritis.,pathology
418,oncology,What is the impact of cold ischemia time on the (phospho)proteome and transcriptome of tumor tissues?,pathology
1636,obstetrics gynaecology,What are the histologic features of osseous metaplasia of the uterus as seen on H&E staining?,pathology
1899,"pathology, oncology, surgery, medicine",Describe the impact of standardizing procedures and reporting in pathology on the management of organ donors with neoplastic conditions.,pathology
2407,"oncology, pathology, radiology","What are minute pulmonary meningothelial-like nodules (MPMNs), and how are they diagnosed?",pathology
1673,"obstetrics gynaecology, pathology",Explain the role of Walthard cell nests in the development of Brenner and mucinous neoplasms.,pathology
2408,"orthopaedics, pathology, radiology","Based on the case presented, what were the leading differential diagnoses considered before the final histopathologic diagnosis was made?",pathology
186,pathology,Discuss the historical development of General Pathology as a discipline within the Geneva Medical College curriculum.,pathology
21,"medicine, pulmonology, gastroenterology, surgery",Explain the significance of pleural fluid analysis in the diagnosis of BPE and what findings might indicate an exudative effusion.,pathology
459,"oncology, radiology, pathology, surgery",What are the grading criteria for phyllodes tumors and how do they correlate with their malignant potential?,pathology
2085,"regenerative medicine, muscular dystrophy, stem cell research",Analyze the impact of MMP-10 systemic treatment on the muscle deterioration phenotype in dystrophic mice and the cellular mechanisms involved.,pathology
1634,"neurology, radiology, surgery, pathology, ent",What are the histopathological differences between compact (ivory) and trabecular (mature) osteomas?,pathology
83,"rheumatology, infectious diseases, radiology, surgery",How does the absence of adventitia in bone hydatid cysts affect its growth and potential complications?,pathology
1613,"oncology, surgery, pathology, ent",What are the criteria for differentiating between benign and malignant Hurthle cell neoplasms?,pathology
1663,"oncology, pathology, surgery",Explain the significance of CD20 and Ki-67 immunohistochemical staining in the diagnosis of DLBCL.,pathology
1639,"oncology, pathology, surgery","What is the incidence range of thyroid metastases found in autopsy studies, and how does this compare to clinical series?",pathology
1467,"oncology, ophthalmology, dermatology",Identify and explain the histopathologic classification of melanoma and its importance in understanding the disease.,pathology
573,pathology,What are the potential benefits of Digital Pathology (DP) in low- and middle-income countries?,pathology
21,"medicine, pulmonology, gastroenterology, surgery",Explain why black pigmentation in effusions is clinically significant and how it can aid in narrowing down differential diagnoses.,pathology
388,"oncology, immunology, pharmacology, surgery",Identify the immunohistochemical markers that were positive in the pathological examination of the hepatectomy specimen during liver transplantation.,pathology
1824,"pathology, genetics, dermatology",What are the typical histopathological findings in a liver biopsy of a patient with EPP?,pathology
186,pathology,Illustrate how the principles of General Pathology apply to modern-day medical practices.,pathology
401,"pathology, radiology, surgery, oncology",Which immunohistochemical markers are used to confirm the diagnosis of neurofibroma?,pathology
1650,"immunology, genetics, pediatrics, pathology",Describe the clinical manifestations of Kikuchi–Fujimoto disease (KFD).,pathology
1899,"pathology, oncology, surgery, medicine",Explain the potential benefits of applying AI-powered computational pathology in the assessment of organ donors.,pathology
1145,"immunology, pathology, rheumatology",How does the presence of lymphoid foci in labial gland biopsies correlate with the clinical symptoms of Sjögren’s syndrome?,pathology
1434,"oncology, pathology, surgery, genetics",Explain the significance of MDM2 and CDK4 immunohistochemical staining in the diagnosis of dedifferentiated liposarcoma.,pathology
